frequency,word,skip1,skip2
35,poach,vvi,32
35,plump,vvi,34
35,petit,nn1,30
35,pesto,nn1,15
35,pauls,np0,25
35,ozone,nn1-vvb,16
35,ontos,np0,8
35,nuadu,np0,1
35,nippy,aj0,32
35,nerve,nn1-vvb,28
35,nails,vvz,22
35,mural,aj0,22
35,molar,nn1,9
35,mince,nn1-vvb,27
35,merry,np0,3
35,maria,nn1,2
35,marge,np0,12
35,mares,nn2-vvz,21
35,maple,nn1-np0,18
35,lobby,nn1-vvb,32
35,leone,nn1-np0,15
35,lease,nn1-np0,18
35,labia,nn1,17
35,intra,nn1,16
35,hyman,nn1-np0,19
35,hurts,nn2,16
35,hural,nn1,14
35,hough,nn1-np0,18
35,herta,np0,2
35,helms,np0,23
35,helga,np0,18
35,hegel,nn1-np0,17
35,heats,nn2-vvz,33
35,grosz,np0,23
35,grips,nn2-vvz,29
35,grays,np0,27
35,gorse,nn1-vvb,28
35,goose,nn1-vvb,28
35,glitz,nn1,32
35,fools,vvz,32
35,fonts,nn2-vvz,25
35,folds,vvz,32
35,flops,nn2,27
35,fleck,nn1-np0,16
35,filey,np0,18
35,fenna,nn1-np0,1
35,ewart,np0,28
35,embed,vvi,29
35,droit,nn1,12
35,dower,nn1,20
35,deuce,np0,5
35,cycle,vvb,24
35,curse,nn1-vvb,32
35,crone,nn1,29
35,cocoa,nn1-np0,22
35,coast,nn1-vvb,32
35,chefs,nn2-vvz,13
35,caste,nn1-vvb,23
35,brews,nn2,25
35,brace,np0,17
35,bowed,aj0-vvd,31
35,bourn,nn1-np0,4
35,bluff,nn1-vvb,33
35,blown,aj0-vvn,32
35,aught,pni,8
35,atoll,nn1,25
35,anode,nn1,14
35,angus,nn1,21
34,zoete,np0,27
34,yadav,nn1-np0,8
34,wrong,vvb,31
34,worcs,np0,26
34,woolf,nn1-np0,11
34,whale,np0,21
34,waals,np0,13
34,venom,nn1-vvb,27
34,tuned,aj0-vvd,32
34,trill,nn1,20
34,toyed,vvd-vvn,32
34,total,nn1-vvb,30
34,tombs,np0,24
34,tiree,nn1-np0,10
34,timor,nn1-np0,14
34,timms,np0,21
34,ticks,nn2-vvz,26
34,thine,dps,30
34,tessa,nn1-np0,15
34,tapes,vvz,24
34,stump,vvi,32
34,stich,nn1-np0,17
34,sonya,np0,7
34,sniff,nn1-vvb,28
34,sloop,nn1,17
34,skied,vvd,17
34,shill,np0,2
34,shape,nn1-np0,27
34,setts,nn2,15
34,scope,nn1-np0,23
34,rhino,nn1-np0,16
34,relns,vvz,1
34,raven,nn1,22
34,quiet,nn1,34
34,porno,nn1,25
34,pivot,nn1-vvb,16
34,picks,nn2,30
34,peers,np0,23
34,peels,nn2,5
34,pease,nn1-np0,22
34,pater,nn1-np0,22
34,ovals,nn2,23
34,odeon,np0,9
34,nadia,np0,22
34,mogul,nn1-vvb,29
34,mocks,vvz,33
34,minto,nn1-np0,11
34,menai,np0,22
34,mecca,nn1,32
34,meall,np0,14
34,matza,np0,6
34,matey,nn1-np0,2
34,mamma,np0,17
34,malay,aj0-nn1,23
34,lilly,np0,20
34,lauda,nn1-np0,9
34,kpnlf,np0,14
34,kills,nn2-vvz,24
34,joshi,np0,18
34,jacks,np0,27
34,hoxha,np0,16
34,hotly,aj0-av0,33
34,hitch,vvi,33
34,hired,aj0-vvn,31
34,hakim,nn1-np0,14
34,hagen,nn1-np0,20
34,grind,nn1-vvb,32
34,gooey,aj0,32
34,golly,itj,26
34,genoa,nn1,5
34,fryer,nn1,12
34,frick,nn1-np0,9
34,fowls,nn2,28
34,fixer,nn1,30
34,fills,nn2-vvz,26
34,fille,np0,4
34,fetch,nn1,21
34,faust,nn1-np0,20
34,excel,vvb,28
34,emery,nn1-np0,17
34,elvin,np0,15
34,elmer,nn1-np0,14
34,dupes,nn2,26
34,droop,vvi,31
34,dowie,np0,18
34,dolls,np0,23
34,djinn,nn1,4
34,diver,nn1-np0,10
34,dhani,np0,2
34,delft,nn1-np0,15
34,debit,nn1-vvb,26
34,croat,vvb,22
34,crash,nn1-np0,27
34,combs,nn2-vvz,27
34,cheat,vvb,34
34,chaim,np0,28
34,buffy,nn1-np0,10
34,buffs,nn2-vvz,32
34,brown,nn1,32
34,broch,nn1,6
34,boobs,nn2,19
34,bogie,np0,12
34,berle,np0,10
34,bayes,np0,14
34,barns,np0,28
34,aydid,np0,15
34,awake,vvi,33
34,astor,nn1-np0,18
34,ashby,nn1-np0,21
34,arkle,nn1-np0,12
34,amoco,np0,22
34,alves,np0,16
34,altos,np0,13
33,zenda,np0,5
33,worms,np0,14
33,wetly,av0,30
33,voigt,np0,5
33,trans,np0,24
33,theme,nn1-np0,26
33,teifi,np0,6
33,teats,nn2,20
33,taunt,nn1,28
33,tabby,aj0-nn1,19
33,swoop,vvb,29
33,sucks,nn2-vvz,29
33,stake,vvb,29
33,spume,nn1,25
33,spink,nn1-np0,20
33,sousa,np0,17
33,snore,nn1,26
33,snaps,nn2-vvz,32
33,slunk,vvb,27
33,sized,vvn,28
33,simla,np0,14
33,shine,nn1-np0,18
33,shark,nn1-vvb,29
33,shale,np0,5
33,segni,np0,11
33,sedan,nn1,18
33,rubin,np0,25
33,ruari,np0,11
33,rotas,nn2,26
33,rorim,nn1,1
33,riots,vvz,32
33,reels,nn2-vvz,27
33,range,np0,12
33,puree,nn1,14
33,pipes,vvz,26
33,piled,aj0-vvn,33
33,pails,nn2,25
33,padre,np0,14
33,outta,nn1,22
33,ostia,np0,7
33,orbit,nn1-vvb,28
33,oftel,np0,20
33,nouns,nn2-vvz,20
33,myrrh,nn1,18
33,modus,nn1,6
33,mince,vvi,33
33,mille,np0,16
33,marys,np0,27
33,magic,np0,15
33,magda,np0,10
33,lucio,np0,17
33,liege,nn1,15
33,leger,nn1-np0,20
33,ledge,nn1-vvb,31
33,lasmo,nn1,8
33,larch,nn1,23
33,kitty,aj0-nn1,26
33,keown,nn1-np0,8
33,keane,nn1-np0,11
33,karim,np0,21
33,juror,nn1,21
33,judah,np0,21
33,inter,vvb,21
33,hurry,nn1-np0,25
33,hovis,np0,24
33,hover,vvb,31
33,hooks,np0,20
33,hilly,aj0-av0,31
33,harms,vvz,30
33,gupta,np0,23
33,groom,vvb,19
33,goole,np0,16
33,geaga,np0,9
33,gazed,vvn,29
33,fords,nn2,22
33,flock,vvb,33
33,fleck,np0,15
33,fired,aj0,28
33,femme,nn1,26
33,feast,vvi,28
33,farce,nn1-vvb,27
33,extra,aj0-nn1,32
33,epson,nn1-np0,11
33,engel,np0,20
33,duval,nn1-np0,10
33,duchy,nn1-np0,13
33,dowty,nn1-np0,14
33,dowty,aj0,17
33,dived,vvn,30
33,dines,vvz,15
33,datuk,np0,12
33,curve,nn1-np0,17
33,cults,nn2-vvz,16
33,crows,nn2-vvz,30
33,crock,nn1,25
33,coast,vvi,31
33,ceres,np0,17
33,carly,np0,18
33,butty,nn1,15
33,breed,np0,12
33,braer,nn1,12
33,borja,np0,15
33,blaze,vvi,33
33,blanc,nn1,20
33,blade,nn1-np0,14
33,birks,np0,10
33,belau,nn1-np0,5
33,bekaa,np0,12
33,avium,nn1,11
33,ashok,np0,14
33,appin,np0,7
33,annex,vvi,29
33,airey,np0,23
33,aimed,aj0-vvd,31
33,adrar,nn1-np0,2
33,adept,aj0-nn1,24
32,wrath,np0,9
32,wraps,nn2-vvz,29
32,welts,nn2,16
32,wasim,nn1-np0,11
32,volvo,np0,18
32,vexed,vvn,26
32,vests,nn2-vvz,23
32,vasey,np0,6
32,value,vvi,31
32,usaid,np0,18
32,trove,nn1,30
32,trout,nn1-np0,21
32,tring,np0,20
32,tread,vvb,31
32,tomas,np0,28
32,thorn,nn1-np0,25
32,theft,vvi,24
32,tenon,nn1,15
32,tempi,nn2,10
32,swiss,nn2,27
32,swear,nn1,29
32,stray,aj0-nn1,27
32,storr,np0,14
32,stich,np0,19
32,stage,vvi,30
32,spear,nn1-vvb,23
32,spats,nn2,29
32,sowed,vvd,31
32,snore,vvi,26
32,snake,nn1-np0,26
32,slope,vvb,29
32,skunk,nn1,16
32,skirt,vvb,31
32,shiva,nn1-np0,10
32,shand,np0,15
32,scoff,vvi,29
32,sadat,nn1-np0,17
32,saadi,np0,19
32,risky,np0,13
32,rhoda,nn1-np0,9
32,revel,vvb,30
32,rebel,vvb,27
32,rayne,np0,10
32,raped,aj0-vvn,24
32,rajiv,nn1-np0,21
32,qualm,nn1,31
32,prowl,nn1,30
32,pixie,nn1,21
32,pimps,nn2,21
32,parka,nn1,17
32,paled,vvd-vvn,31
32,orion,np0,24
32,ofthe,nn1-vvb,11
32,ocker,np0,2
32,nogai,nn1-np0,2
32,nacab,nn1-np0,6
32,mound,nn1-vvb,21
32,moshe,np0,24
32,morse,nn1,23
32,moila,np0,1
32,minis,np0,7
32,mimms,np0,10
32,milne,nn1-np0,19
32,mehdi,np0,23
32,machu,np0,4
32,lurch,vvi,31
32,loyal,np0,18
32,locks,vvz,32
32,loads,vvz,32
32,leics,np0,26
32,laird,nn1-np0,22
32,knoll,nn1,26
32,knead,nn1-vvb,19
32,kitty,nn1,28
32,keyes,np0,12
32,ketch,nn1,16
32,keene,np0,12
32,juron,nn1-np0,1
32,jozef,np0,15
32,joked,vvd-vvn,27
32,jacks,nn2-vvz,26
32,idiot,nn1-vvb,30
32,hydra,np0,14
32,husks,nn2,30
32,humps,nn2-vvz,16
32,hoops,nn2-vvz,27
32,hlcas,nn2,3
32,helix,nn1-vvb,13
32,hates,nn2-vvz,32
32,halen,np0,12
32,gamma,nn1-np0,9
32,flank,nn1-vvb,23
32,fixit,np0,9
32,fatah,nn1-np0,16
32,eynon,np0,5
32,evans,nn2,26
32,erica,nn1-np0,13
32,elisa,nn1,9
32,eamon,np0,18
32,dukes,np0,17
32,douse,vvi,31
32,dough,nn1-vvb,20
32,crane,nn1-vvb,27
32,cloze,nn1,5
32,clown,nn1-vvb,30
32,clark,vvb,22
32,chuck,nn1-np0,12
32,caius,np0,17
32,bursa,nn1-np0,1
32,brute,nn1-vvb,32
32,briar,nn1,25
32,brent,aj0-nn1,15
32,bread,nn1-vvb,15
32,brats,nn2,28
32,boyle,nn1-np0,21
32,boyes,np0,15
32,bldsc,np0,3
32,belov,np0,2
32,beggs,np0,15
32,barco,np0,13
32,barak,nn1-np0,1
32,backs,vvz,29
32,amato,nn1-np0,16
32,adley,np0,10
31,zande,nn1,1
31,yells,vvz,23
31,wicks,np0,17
31,waned,vvd-vvn,30
31,wally,nn1-np0,17
31,waldo,np0,22
31,virus,nn1-np0,20
31,verge,nn1-vvb,27
31,velar,aj0,4
31,trice,nn1,30
31,tonks,np0,18
31,tombs,nn2-vvz,24
31,thins,vvz,23
31,tamar,nn1,12
31,tally,nn1-vvb,21
31,surly,aj0,29
31,straw,nn1-np0,19
31,stork,nn1,24
31,stoat,nn1,19
31,stack,np0,19
31,spunk,nn1-np0,2
31,spits,vvz,27
31,spark,nn1-np0,20
31,soper,np0,17
31,sided,vvn,28
31,sherd,nn1,5
31,shell,vvi,30
31,sheba,np0,25
31,savoy,np0,15
31,saved,aj0,25
31,ruled,aj0-vvn,28
31,rosen,nn1-np0,10
31,romer,np0,19
31,rodin,np0,15
31,roach,nn1-np0,17
31,relay,vvb,27
31,recur,vvb,29
31,raven,aj0,20
31,radii,nn2,17
31,psion,nn1-np0,9
31,psalm,vvb,18
31,prest,np0,15
31,peaky,aj0,30
31,panda,np0,20
31,norah,np0,24
31,mrnas,nn2,8
31,mogul,np0,6
31,mimic,nn1,29
31,melts,nn2,17
31,meiko,nn1-np0,11
31,marty,nn1-np0,16
31,lucca,np0,15
31,lopez,nn1-np0,6
31,loose,nn1,30
31,lomax,nn1-np0,14
31,ldoce,np0,1
31,lange,np0,18
31,lange,nn1-np0,26
31,islet,nn1,20
31,indus,np0,9
31,huron,np0,17
31,hayek,nn1-np0,4
31,guild,np0,23
31,glynn,nn1-np0,10
31,glows,nn2-vvz,31
31,gloss,nn1-vvb,28
31,gibco,np0,8
31,getty,nn1-np0,15
31,gauss,np0,6
31,galas,nn2,23
31,fried,aj0-vvn,27
31,force,np0,25
31,flush,vvb,31
31,flake,np0,15
31,erred,vvd-vvn,21
31,emery,np0,20
31,eaten,aj0-vvn,30
31,dwelt,vvd,31
31,drown,nn1-vvb,29
31,dowty,np0,15
31,danie,np0,17
31,curia,nn1-np0,9
31,cross,aj0,28
31,copts,np0,4
31,conti,np0,14
31,conor,np0,16
31,chard,np0,18
31,cento,nn1-np0,2
31,caves,np0,22
31,campo,nn1-np0,16
31,caleb,np0,19
31,caird,np0,17
31,cabby,nn1,14
31,busts,nn2-vvz,29
31,bskyb,nn1-np0,18
31,brook,vvi,29
31,brand,nn1-np0,23
31,bosch,np0,23
31,bodin,nn1-np0,16
31,bleed,vvb,28
31,begum,np0,14
31,bangs,vvz,25
31,arras,np0,23
31,argos,nn2,17
31,annul,vvi,25
31,amuse,vvb,30
31,amira,np0,2
31,alley,nn1-np0,10
31,affix,nn1,8
31,adler,np0,24
30,worst,nn1,29
30,wimpy,aj0,25
30,walla,np0,4
30,wader,nn1,8
30,volga,nn1-np0,24
30,vigil,nn1-vvb,27
30,vials,nn2,19
30,vesta,np0,15
30,uzbek,np0,18
30,upper,np0,20
30,untie,vvi,28
30,tuned,aj0,28
30,trunk,np0,16
30,towyn,np0,15
30,tippy,np0,2
30,thigh,np0,2
30,tamil,aj0-nn1,15
30,tamed,vvd,28
30,super,np0,17
30,steyn,np0,15
30,sssis,np0,18
30,spoil,nn1-vvb,28
30,spilt,vvd,30
30,spiel,nn1,28
30,soars,vvz,26
30,smack,vvb,21
30,shrug,nn1-vvb,21
30,serfs,nn2-vvz,17
30,scamp,np0,1
30,scala,nn1-np0,13
30,sadcc,nn1-np0,9
30,rubra,nn1,6
30,rspca,np0,14
30,round,np0,11
30,roker,nn1,9
30,rocco,np0,19
30,robot,nn1-vvb,25
30,rdbms,np0,12
30,quark,nn1,8
30,prong,nn1,22
30,prima,nn1,27
30,posit,vvi,26
30,poser,nn1,25
30,peats,nn2,15
30,pease,np0,20
30,pears,np0,19
30,pause,nn1-np0,13
30,patty,np0,16
30,pater,nn1,17
30,ouija,nn1,9
30,ogden,nn1-np0,22
30,noted,aj0-vvn,28
30,nesle,np0,3
30,neneh,np0,10
30,neill,nn1-np0,13
30,nafta,nn1-np0,11
30,nadir,nn1-np0,20
30,nader,nn1-np0,7
30,muted,vvd-vvn,28
30,murdo,nn1-np0,6
30,mbuna,nn1-np0,6
30,manet,nn1-np0,24
30,loren,nn1-np0,18
30,latch,vvi,28
30,lapse,nn1-vvb,28
30,laker,np0,14
30,laing,vvg,17
30,kitts,np0,20
30,kinks,nn2,29
30,kathy,nn1-np0,13
30,kabul,nn1,18
30,janie,np0,14
30,ionia,np0,7
30,inuit,aj0-nn1,17
30,hound,nn1-np0,22
30,heave,nn1-vvb,24
30,hamer,np0,13
30,hagan,np0,11
30,grist,np0,8
30,gripe,nn1,28
30,grill,vvb,19
30,gotti,np0,6
30,gosse,nn1-np0,8
30,going,aj0-vvg,28
30,glows,vvz,28
30,glory,vvi,24
30,garde,nn1,13
30,gaped,vvd-vvn,24
30,flake,nn1-np0,13
30,fitch,np0,10
30,firms,nn2-vvz,26
30,ernst,nn1-vvb,16
30,erdle,nn1-np0,1
30,elfin,nn1,26
30,eales,np0,9
30,drips,nn2-vvz,27
30,donee,nn1,9
30,dirty,vvi,28
30,dirge,nn1,24
30,davey,nn1-np0,16
30,crave,vvi,25
30,coote,np0,12
30,coley,np0,8
30,clift,np0,13
30,claro,nn1-np0,2
30,chick,nn1-vvb,21
30,chess,np0,27
30,chalk,np0,7
30,carry,nn1-vvb,26
30,camel,nn1-vvb,26
30,cadet,nn1-np0,19
30,byatt,np0,18
30,brace,vvb,27
30,bowie,nn1-np0,17
30,bosom,nn1-vvb,27
30,boils,nn2,21
30,blink,nn1-vvb,28
30,blank,vvi,29
30,beuys,np0,12
30,begum,nn1-np0,13
30,bader,np0,23
30,azadi,np0,1
30,awlad,np0,1
30,augur,vvi,28
30,annoy,vvb,28
30,ahmad,nn1-np0,13
30,agony,nn1-np0,22
30,adobe,nn1,12
29,wools,nn2,22
29,wired,aj0,26
29,wight,nn1-np0,16
29,wedge,nn1-vvb,23
29,warty,aj0,15
29,vegan,nn1,21
29,valle,nn1-np0,15
29,unger,np0,6
29,tubes,vvz,28
29,trims,nn2,21
29,trail,np0,21
29,tower,nn1-vvb,29
29,toman,nn1-np0,7
29,tobin,nn1-np0,16
29,theme,np0,18
29,testy,nn1,28
29,tench,nn1,11
29,tempy,np0,1
29,teach,nn1,29
29,tajan,nn1-np0,7
29,szdsz,np0,11
29,swiss,np0,23
29,swags,nn2,22
29,svend,np0,7
29,storm,vvb,25
29,steen,crd,7
29,spect,vvb,4
29,soley,np0,14
29,slugs,nn2-vvz,24
29,slash,nn1-vvb,26
29,shrug,vvb,27
29,scoop,nn1-vvb,27
29,ruled,aj0,26
29,rowan,aj0-nn1,21
29,rolfe,nn1-np0,9
29,rohde,np0,1
29,rogal,np0,1
29,ricks,nn2,5
29,ready,av0,29
29,ravel,nn1-np0,13
29,ramos,nn2,12
29,rakes,nn2,22
29,raith,np0,8
29,rahmi,np0,1
29,punts,nn2,27
29,pudgy,aj0,25
29,psalm,np0,21
29,podgy,aj0,28
29,plead,nn1-vvb,28
29,pitta,nn1,16
29,piero,np0,15
29,petra,nn1-np0,16
29,paste,vvb,22
29,osred,np0,1
29,orang,nn1,6
29,odium,nn1,25
29,nsdap,nn1,4
29,noirs,nn2,13
29,noded,vvn,1
29,nests,nn2-vvz,21
29,muses,np0,17
29,morar,np0,7
29,morag,nn1-np0,12
29,model,vvb,27
29,mobil,np0,26
29,mirza,np0,18
29,minto,np0,12
29,maxie,np0,3
29,matey,nn1,27
29,malay,aj0,18
29,macon,np0,8
29,lukic,aj0-nn1,14
29,llosa,np0,12
29,liken,vvb,19
29,licks,nn2,19
29,kraus,np0,12
29,kiosk,nn1-vvb,28
29,kilns,nn2-vvz,19
29,kappa,np0,3
29,juice,np0,12
29,josey,np0,6
29,jorge,nn1-np0,9
29,joins,nn2,22
29,johns,nn2,20
29,jiffy,nn1,16
29,janus,np0,12
29,jacko,np0,7
29,hural,np0,11
29,hunts,nn2-vvz,27
29,hover,nn1-vvb,25
29,harpo,nn1-np0,2
29,harks,vvz,28
29,halts,vvz,26
29,hajar,nn1-np0,1
29,guidi,np0,2
29,graft,vvi,28
29,glues,nn2,11
29,gesso,nn1,15
29,frame,vvb,28
29,foyle,nn1-np0,10
29,foods,np0,13
29,fling,nn1-vvb,27
29,fixes,nn2,25
29,fined,aj0-vvd,25
29,filip,np0,16
29,faxed,vvn,26
29,fault,nn1-vvb,29
29,farag,nn1-np0,2
29,eyrie,nn1,25
29,elect,aj0,22
29,egged,vvd,29
29,effie,np0,6
29,duroc,np0,3
29,drape,vvi,23
29,downy,aj0-nn1,25
29,dopey,nn1,21
29,doers,nn2,25
29,dives,vvz,26
29,dishy,aj0,22
29,dirac,np0,11
29,diced,vvd,10
29,dearg,nn1-np0,8
29,daryl,nn1-np0,17
29,dally,av0,23
29,covet,vvi,20
29,cosla,nn1-np0,11
29,coped,vvd-vvn,28
29,coded,vvd,28
29,clunk,nn1,23
29,class,nn1-vvb,29
29,clamp,nn1-vvb,20
29,cizek,np0,2
29,cited,aj0-vvn,25
29,churn,nn1,22
29,choke,vvb,29
29,chico,nn1-np0,5
29,chewy,aj0,23
29,cebit,nn1-np0,20
29,calfa,nn1-np0,20
29,botha,nn1-np0,14
29,booms,nn2-vvz,28
29,boils,nn2-vvz,28
29,blanc,nn1-np0,14
29,bette,np0,20
29,baird,nn1-np0,22
29,avila,np0,23
29,aryan,aj0-nn1,22
29,angle,nn1-vvb,28
29,amity,nn1,24
29,amiga,np0,12
29,allus,nn1,11
29,alarm,vvb,27
29,aired,vvd,29
29,adlib,np0,9
28,zadar,nn1-np0,12
28,xenon,nn1,11
28,wyman,nn1-np0,12
28,wince,nn1,23
28,webbs,nn2,8
28,warts,nn2-vvz,20
28,wands,nn2,24
28,waltz,np0,15
28,waits,nn2,15
28,usage,nn1-np0,16
28,ultra,np0,9
28,uists,nn2,4
28,tunes,vvz,27
28,tufts,nn2-vvz,19
28,trump,nn1-np0,18
28,trish,aj0,15
28,toned,vvn,28
28,tolls,nn2-vvz,23
28,tibet,np0,18
28,thurs,np0,14
28,thorp,np0,16
28,thorp,nn1,14
28,tfiif,nn1-np0,1
28,taunt,vvi,25
28,swell,nn1-vvb,26
28,strat,np0,5
28,stint,nn1-vvb,27
28,stack,vvb,26
28,ssaps,nn2,9
28,spuds,nn2,18
28,spock,np0,12
28,spens,np0,15
28,spark,nn1-vvb,28
28,sorts,nn2-vvz,28
28,sonny,nn1-np0,15
28,sonja,np0,13
28,sneak,vvb,28
28,slorc,np0,23
28,slorc,nn1,13
28,sized,vvd,28
28,sired,vvn,14
28,sikhs,np0,18
28,ships,vvz,25
28,sheff,nn1-np0,13
28,seton,nn1-np0,4
28,sells,np0,21
28,sears,nn2,14
28,saris,nn2,16
28,sanga,np0,2
28,sabha,nn1-np0,15
28,roped,vvd,25
28,rifat,np0,13
28,revie,np0,14
28,reuse,nn1,17
28,recap,vvi,27
28,rated,aj0-vvn,28
28,rally,vvb,27
28,prawn,nn1-vvb,18
28,pratt,nn1-np0,20
28,prado,np0,13
28,pored,vvd,28
28,pluto,nn1-np0,12
28,plaza,nn1,19
28,pixel,nn1-vvb,14
28,pinto,np0,21
28,pines,nn2-vvz,25
28,petit,np0,23
28,pasts,nn2,27
28,padre,nn1,18
28,oxton,np0,11
28,oswin,np0,2
28,olson,nn1-np0,7
28,olive,nn1-np0,10
28,ogres,nn2,11
28,ogata,np0,14
28,noddy,nn1-np0,14
28,naxos,np0,14
28,moxon,np0,17
28,monty,aj0,24
28,mehta,np0,16
28,marje,nn1-np0,5
28,marin,nn1-np0,24
28,manly,np0,15
28,maher,np0,20
28,lupus,np0,4
28,lease,vvb,23
28,lanes,np0,13
28,laces,nn2-vvz,24
28,krone,nn1,15
28,khieu,np0,15
28,joshi,nn1-np0,8
28,jodie,np0,20
28,jerks,vvz,22
28,jalal,np0,19
28,itchy,aj0-nn1,26
28,inset,vvb,16
28,hymen,nn1,14
28,howie,nn1-np0,10
28,horan,np0,11
28,hippo,nn1,17
28,hbeag,nn1-np0,2
28,halle,nn1-np0,22
28,grove,nn1-np0,11
28,grate,vvb,18
28,goram,np0,7
28,glens,np0,7
28,glaze,nn1-vvb,22
28,giant,np0,22
28,getty,aj0,13
28,gesta,np0,9
28,galls,nn2,7
28,foxes,np0,20
28,flush,aj0,20
28,floes,nn2,12
28,flint,nn1-vvb,25
28,finns,nn2,18
28,feuds,nn2-vvz,25
28,feels,nn2-vvz,27
28,fayre,nn1,20
28,fault,vvi,25
28,fatty,nn1-np0,6
28,ennui,nn1,28
28,elwyn,np0,16
28,ellen,aj0,14
28,efrem,np0,1
28,dream,nn1-np0,22
28,drago,nn1-np0,7
28,downy,aj0,25
28,dosed,vvn,24
28,dents,nn2,24
28,demur,vvi,26
28,delyn,np0,10
28,dalby,nn1-np0,9
28,daine,nn1-np0,1
28,cuzco,nn1-np0,5
28,curbs,nn2-vvz,25
28,croke,np0,10
28,cress,np0,2
28,craft,vvb,20
28,coyle,nn1-np0,11
28,clout,nn1-vvb,27
28,cipfa,nn1-np0,9
28,choak,np0,1
28,cchem,nn1-np0,4
28,cavan,nn1-np0,13
28,cabra,np0,11
28,blagg,np0,1
28,binks,np0,15
28,bilbo,nn1-np0,6
28,biddy,nn1-np0,8
28,batey,np0,12
28,batch,nn1-vvb,16
28,bangs,nn2-vvz,25
28,bandy,aj0,24
28,baden,np0,21
28,asshe,nn1-np0,1
28,aspic,nn1,24
28,arson,nn1-np0,16
28,arbor,np0,21
27,zebra,nn1-np0,13
27,zacco,nn1-np0,2
27,yorke,nn1-np0,12
27,wreck,vvb,25
27,wella,nn1-np0,8
27,weeps,vvz,20
27,voted,aj0,22
27,vinny,nn1-np0,14
27,vichy,aj0-nn1,16
27,verse,vvi,9
27,truce,nn1-vvb,21
27,trios,nn2,14
27,tolba,np0,16
27,titch,nn1-np0,5
27,tibia,nn1,12
27,texel,nn1-np0,6
27,terre,nn1-np0,10
27,terns,nn2-vvz,11
27,terms,vvz,23
27,tears,vvz,27
27,teams,nn2-vvz,24
27,taxed,aj0-vvn,24
27,taxed,aj0,20
27,tardy,aj0,26
27,swell,aj0,17
27,squib,nn1,27
27,spits,nn2-vvz,14
27,space,nn1-vvb,23
27,snobs,nn2,25
27,smear,nn1-vvb,24
27,slynn,np0,13
27,slane,np0,7
27,senga,np0,3
27,senga,nn1-np0,2
27,satie,np0,11
27,rouse,np0,21
27,ripen,vvb,19
27,reeth,np0,11
27,randy,aj0-nn1,25
27,ramus,nn1,4
27,quota,nn1-np0,14
27,quest,np0,5
27,pulls,nn2-vvz,25
27,pugin,nn1-np0,10
27,prick,vvi,26
27,ponte,np0,13
27,polka,nn1,25
27,poise,nn1-vvb,26
27,pluck,vvb,27
27,pikes,nn2,18
27,peres,nn2,16
27,pepsi,nn1-np0,18
27,pasha,nn1,14
27,parry,vvi,23
27,pacey,np0,9
27,owing,aj0-vvg,24
27,orion,nn1,17
27,megan,nn1-np0,12
27,meese,np0,10
27,lynch,nn1-np0,19
27,login,nn1,10
27,lisle,np0,21
27,lazar,np0,13
27,krona,nn1,11
27,kluge,np0,14
27,keyed,vvn,19
27,katib,np0,1
27,juice,nn1-np0,18
27,jihad,np0,18
27,jakes,np0,16
27,jaime,nn1-np0,20
27,jaded,aj0-vvd,26
27,islay,nn1,4
27,islam,np0,26
27,horst,np0,25
27,hilly,av0,25
27,hetty,nn1-np0,9
27,halve,vvb,22
27,gruel,nn1,17
27,graze,nn1,24
27,grabs,nn2-vvz,27
27,gleys,nn2,1
27,geena,np0,15
27,gawky,aj0,25
27,garth,nn1,7
27,garni,nn2,6
27,fuego,nn1-np0,20
27,forge,vvb,27
27,fling,vvb,26
27,fence,vvi,22
27,fatal,np0,21
27,exxon,np0,18
27,evert,np0,16
27,eider,nn1,9
27,egham,np0,18
27,eater,nn1-np0,16
27,dudek,np0,1
27,dicky,np0,14
27,dicky,aj0,22
27,diced,aj0-vvd,15
27,degas,nn2,9
27,decor,nn1-np0,13
27,darts,vvz,21
27,danby,nn1-np0,15
27,cutts,np0,12
27,cosby,np0,13
27,copra,nn1,14
27,conor,nn1-np0,17
27,coker,nn1-np0,16
27,cline,nn1,5
27,cliff,vvb,15
27,cleft,aj0,21
27,clary,np0,19
27,clark,nn1,21
27,cisco,np0,17
27,chola,nn1-np0,1
27,choir,np0,20
27,calyx,nn1,9
27,caddy,nn1,20
27,cable,vvi,20
27,burge,np0,15
27,braun,np0,22
27,brady,aj0-nn1,20
27,borne,aj0-vvn,21
27,bloom,vvb,26
27,birch,nn1-np0,20
27,billy,nn1,18
27,bevel,nn1,8
27,betas,nn2,4
27,berri,np0,17
27,bared,vvd-vvn,26
27,banca,np0,23
27,aztec,aj0,24
27,asyut,nn1-np0,5
27,amery,np0,18
27,alkyl,nn1,13
27,aimed,aj0-vvn,27
27,agape,np0,1
27,aegon,np0,2
27,adair,nn1-np0,17
27,acted,aj0-vvd,25
26,yalta,nn1-np0,12
26,whoop,itj,15
26,whine,vvi,24
26,wharf,np0,19
26,wakes,nn2,15
26,unwin,nn1-np0,12
26,total,vvb,24
26,topaz,nn1,20
26,toils,nn2,22
26,tinto,np0,14
26,tines,nn2,19
26,thine,pnp,20
26,terre,np0,13
26,tally,vvi,26
26,table,nn1-vvb,22
26,swale,np0,16
26,style,nn1-vvb,24
26,stout,nn1,12
26,stork,nn1-np0,10
26,sting,nn1-np0,21
